"word","lemma"
"Gelegentliche","gelegentlich"
"gelegentliches","gelegentlich"
"gelegt","legen"
"gelehrt","lehren"
"geleistet","leisten"
"gelernt","lernen"
"gelernter","gelernt"
"gelesen","lesen"
"geliebt","lieben"
"geliefert","liefern"
"gelieferte","geliefert"
"geliehen","leihen"
"gelingt","gelingen"
"Gemach","Gemechen"
"gemacht","machen"
"Gemeinnisse","gemeinnissen"
"gemeinnütziger","gemeinnützig"
"Gemeinsam","gemeinsam"
"gemeinsame","gemeinsam"
"Gemeinsame","gemeinsam"
"GemeinsameKüche","gemeinsameküchen"
"gemeinsamem","gemeinsam"
"gemeinsamen","gemeinsam"
"Gemeinsamen","gemeinsam"
"gemeinsamer","gemeinsam"
"Gemeinsamer","gemeinsam"
"gemeinsames","gemeinsam"
"Gemeinsames","gemeinsam"
"gemeinschaft","Gemeinschaft"
"gemeinschaftliche","gemeinschaftlichen"
"gemeinschaftlichen","meinschaftlichen"
"gemeinschaftlicher","gemeinschaftlich"
"Gemeinschaftlicher","Gemeinschaftlich"
"gemeinschaftliches","gemeinschaftlich"
"Gemeinschaftsbäder","Gemeinschaftsbad"
"gemeinschaftsbasiert","meinschaftsbasiern"
"Gemeinschaftsfläche","Gemeinschaftsflechen"
"Gemeinschaftsgüter","Gemeinschaftsgüt"
"Gemeinschaftskasse","Gemeinschaftskassen"
"Gemeinschaftskeller","Gemeinschaftskell"
"Gemeinschaftsküche","gemeinschaftsküchen"
"Gemeinschaftsräume","gemeinschaftsräumen"
"Gemeinschaftstermine","gemeinschaftsterminen"
"Gemeinschaftswerke","Gemeinschaftswerken"
"gemeißelt","meißeln"
"gemietet","mieten"
"gemischte","gemischt"
"gemischter","gemischt"
"Gemischtes","gemischt"
"Gemüsebeet","Gemüsebeen"
"Gemüsebeeten","Gemüsebeen"
"Gemüsekiste","Gemüsekisen"
"Gemüsemarkt","Gemüsemarken"
"Gemüsesorten","Gemüsesoren"
"Gemüsestand","Gemüsestehen"
"gemütlich","gemütlichen"
"gemütliche","gemütlich"
"gemütlichem","gemütlich"
"gemütlicher","gemütlich"
"gemütlichere","gemütlicheren"
"gemütliches","gemütlich"
"Gemütliches","gemütlich"
"gemütlichste","gemütlichsen"
"genannt","nennen"
"genannte","genannt"
"Genau","genau"
"genaue","genau"
"Genaue","genau"
"genauer","genau"
"genaueres","genau"
"genaues","genau"
"Genauso","genauso"
"Generell","generell"
"geniale","genial"
"genieße","genießen"
"genießt","genießen"
"genommen","nehmen"
"genossen","genießen"
"gente","genen"
"genug","genagen"
"Genug","genagen"
"Genüge","Genügen"
"genuine","genuinen"
"Genuss","Genuß"
"genüsslichen","nüsslichen"
"genutzen","nutzen"
"genutzt","nutzen"
"genutzte","genutzen"
"geöffnet","öffnen"
"geöffnete","geöffnen"
"Geografie","geografien"
"Geographische","geographisch"
"geölt","ölen"
"Geoökologie","geoökologien"
"Geowissenschaften","Geowissenschafen"
"Gepäckstücke","gepäckstücken"
"geparkt","parken"
"gepasst","passen"
"gepflanzt","pflanzen"
"gepflegt","pflegen"
"gepflegte","gepflegt"
"gepflegtes","gepflegt"
"geplant","planen"
"geplante","geplant"
"Geplante","geplant"
"gepostet","posten"
"geprägt","prägen"
"geputzt","putzen"
"gequatsch","gequatschen"
"gequatscht","quatschen"
"Gerade","gerade"
"Gerät","geraten"
"Geräte","Geräen"
"Geräten","Gerät"
"Gerätschaften","Gerätschafen"
"geraucht","rauchen"
"geräumige","geräumig"
"geräumigem","geräumig"
"geräumiger","geräumig"
"geräumiges","geräumig"
"geräumt","räumen"
"geräuschempfindliche","geräuschempfindlichen"
"gerechnet","rechnen"
"geredet","gereden"
"geregelt","regeln"
"gereicht","reichen"
"gereinigt","reinigen"
"gerettet","retten"
"geretteten","geretten"
"gerettetes","gerettet"
"Gerichte","Gerichen"
"gerichtet","richten"
"gerichteten","richteten"
"geringe","geringen"
"geringes","geringe"
"german","rmun"
"GERMANEs","Germane"
"Gern","gern"
"Gerne","gerne"
"Gerüchte","Gerüchen"
"gerüstet","rüsten"
"gesagt","sagen"
"Gesagt","sagen"
"gesammelt","sammeln"
"Gesammte","Gesammen"
"Gesamt","Gesamen"
"gesamte","gesamt"
"Gesamtmiete","Gesamtmieten"
"Gesamtwohnfläche","Gesamtwohnflechen"
"Gesangstalent","Gesangstalenen"
"gesaugt","saugen"
"geschaffen","schaffen"
"geschafft","schaffen"
"Geschäft","Geschafen"
"Geschäfte","Geschäfen"
"Geschäften","Geschäfen"
"Geschäftshauses","Geschäftshaus"
"geschaut","schauen"
"Geschehen","geschehen"
"Geschehnisse","Geschehnis"
"geschichte","geschichen"
"Geschichten","Geschichen"
"geschickt","schicken"
"Geschickt","schicken"
"Geschirrmaschine","geschirrmaschinen"
"Geschirrspülmaschine","geschirrspülmaschinen"
"Geschirrspürmaschine","geschirrspürmaschinen"
"geschlafen","schlafen"
"Geschlecht","Geschlechen"
"geschlechtlichen","schlechtlichen"
"geschliffenes","geschliffen"
"geschlossen","schließen"
"geschlossene","geschlossen"
"geschlossenem","geschlossen"
"geschlossenen","geschlossen"
"geschmackvoll","geschmackvellen"
"geschmeckt","schmecken"
"geschmückt","schmücken"
"geschnitten","schneiden"
"geschnittene","geschnittenen"
"geschnittenes","geschnitten"
"geschont","schonen"
"Geschoss","Geschießen"
"geschrieben","schreiben"
"geschriebene","geschriebt"
"geschuldet","schulden"
"geschützt","schützen"
"gesehen","sehen"
"gesehene","gesehenen"
"gesellige","gesellig"
"geselliger","gesellig"
"geselliges","gesellig"
"Geselligkeit","selligkeien"
"Gesellschaft","Gesellschafen"
"Gesellschaftsspiel","Gesellschaftsspallen"
"Gesellschaftsspiele","gesellschaftsspielen"
"gesellt","gesellen"
"gesessen","sitzen"
"gesetzt","setzen"
"gesichert","sichern"
"gesicherten","gesicheren"
"Gesine","gesinen"
"gesorgt","sorgen"
"gespannt","spannen"
"gespielt","spielen"
"Gespräche","Gespräch"
"gesprächen","sprächen"
"Gesprächen","Gespräch"
"gesprächsbereit","sprächsbereien"
"gesprochen","sprechen"
"gesprochene","gesprochenen"
"gestaltet","gestalten"
"Gestaltungsprozesses","Gestaltungsprozeß"
"gestapelt","stapeln"
"gestartet","starten"
"gestehe","gestehen"
"gestellt","stellen"
"gestellte","gestellen"
"gesteuert","steuern"
"gestört","stören"
"gestoßen","stoßen"
"gestrichen","strichen"
"gestrichene","gestrichenen"
"gestürmt","stürmen"
"Gesundes","Gesund"
"gesungen","singen"
"get","gen"
"getanzt","tanzen"
"geteilt","teilen"
"Geteilt","teilen"
"geteilte","geteilt"
"Geteilte","geteilt"
"geteilter","geteilt"
"getragen","tragen"
"Getränke","Getränken"
"Getränkeautomat","Getränkeautometen"
"Getränkekühlschränke","Getränkekühlschränken"
"Getränkemarkt","Getränkemarken"
"getrennt","trennen"
"getrennte","getrennen"
"getrieben","treiben"
"getrunken","trinken"
"getting","gettehen"
"gewachsen","wachsen"
"gewählte","gewählen"
"gewähren","währen"
"Gewaltfreie","gewaltfreien"
"gewandelt","wandeln"
"gewatschelt","watscheln"
"gewechselt","wechseln"
"geweckt","wecken"
"Gewerbegebiet","Gewerbegebaten"
"Gewerkschaften","Gewerkschafen"
"gewesen","sein"
"Gewichten","Gewichen"
"gewidmet","widmen"
"gewisse","gewiß"
"gewissen","wissen"
"Gewissen","wissen"
"Gewissens","Gewissen"
"gewisses","gewiss"
"gewöhnliches","gewöhnlich"
"gewohnt","wohnen"
"gewöhnt","wöhnen"
"gewollt","wollen"
"geworden","werden"
"gewünscht","wünschen"
"gewünschte","gewünscht"
"Gewürze","Gewürzen"
"gezahlt","zahlen"
"gezogen","ziehen"
"gezwungen","zwingen"
"gibst","giben"
"gibt","geben"
"Gibt","geben"
"giesst","gießen"
"gilt","gelten"
"Gitarren","Gitarre"
"give","giv"
"given","giv"
"Given","Giv"
"gives","giv"
"giving","givehen"
"glänzt","glänzen"
"Glasfront","Glasfronen"
"glasverkleidete","glasverkleiden"
"glaube","glauben"
"glaubst","glauben"
"Gleich","gleich"
"gleichberechtigte","gleichberechtigt"
"gleiche","gleich"
"gleichen","gleich"
"gleichermaßen","gleichermitzen"
"Gleiches","Gleiche"
"Gleichgesinnte","Gleichgesinnen"
"gleichgesinnten","gleichgesinnen"
"gleichgroßes","gleichgroß"
"Gleichzeitig","gleichzeitig"
"gleichzeitiger","gleichzeitig"
"gliedert","gliedern"
"gloss","gließen"
"glücklichen","glücklich"
"glücklicherweise","glücklicherweisen"
"Glücklicherweise","glücklicherweise"
"glutenfrei","glutenfrein"
"Gmelinstrasse","Gmelinstrassen"
"goes","go"
"Goethes","Goethe"
"going","goehen"
"googelt","googeln"
"got","gieten"
"gourmet","gourmen"
"Gourmet","Gourmen"
"governing","governehen"
"grand","grehen"
"grande","grand"
"grandioser","grandios"
"grauer","grau"
"great","greeten"
"greeting","greetehen"
"Greifen","greifen"
"Grenzen","grenzen"
"grenzende","grenzend"
"grenzt","grenzen"
"Griechen","Griech"
"Griechisch","griechisch"
"griechischen","griechisch"
"griechisches","griechisch"
"griffbereit","griffbereien"
"Grillabende","Grillabend"
"grille","grillen"
"Griller","Grill"
"Grillmittage","Grillmittagen"
"Grillparties","Grillparteisen"
"Grillplätze","Grillplätz"
"Grillschale","Grillschal"
"Grillstelle","Grillstell"
"grob","greben"
"groceries","grocereisen"
"grocerystore","grocerystorn"
"gross","grießen"
"Groß","groß"
"großartige","großartig"
"großartigen","großartig"
"grosse","groß"
"große","groß"
"großem","groß"
"Großem","groß"
"großen","groß"
"Großen","groß"
"großer","groß"
"Großer","groß"
"größer","groß"
"größere","groß"
"Größere","groß"
"größerem","groß"
"größerer","groß"
"größeres","groß"
"Größeres","groß"
"Grosses","Groß"
"großes","groß"
"Großes","groß"
"Großleinwand","Großleinwinden"
"großräumiger","großräumig"
"grösste","grössen"
"größte","größen"
"Größte","größen"
"größten","größen"
"größter","groß"
"größtes","größt"
"großzügige","großzügig"
"großzügigem","großzügig"
"großzügiges","großzügig"
"Großzügiges","Großzügig"
"Grunde","Grund"
"Gründen","gründen"
"gründet","gründen"
"grundlegende","grundlegend"
"Grundriss","Grundriß"
"GrundrissKüche","GrundrissKuch"
"grundsaniert","grundsanieren"
"Grundsätze","Grundsatz"
"Grundsätzlich","grundsätzlich"
"grundsätzliche","grundsätzlich"
"Grundschullehramt","Grundschullehramen"
"Grundstücks","Grundstück"
"grünen","grün"
"Grunsriss","Grunsriß"
"Grünzeug","Grünzeagen"
"gruppiert","gruppieren"
"Gruß","Grüssen"
"Grüsse","Gruß"
"grüße","Gruß"
"Grüße","Gruß"
"GrüßeAnne","GrüßeAnnen"
"Grüßedie","Grüßeder"
"GrüßeDie","Grüßeder"
"GrüßeLotte","GrüßeLott"
"GrüßeLuise","GrüßeLuisen"
"GrüßeSusanne","GrüßeSusannen"
"grüßt","grüßen"
"guest","guesen"
"Gummibärchenfarbe","Gummibärchenfarben"
"günstige","günstig"
"günstiger","günstig"
"günstiges","günstig"
"guste","gusen"
"Gut","gut"
"gute","gut"
"Gute","gut"
"gutem","gut"
"guten","guen"
"Guten","gut"
"guter","gut"
"gutes","gut"
"Gutes","gut"
"gymnasiales","gymnasial"
"Haaggasse","Haaggassen"
"haagtor","haagtören"
"hab","haben"
"habe","haben"
"Habe","haben"
"Haben","haben"
"habenn","habennen"
"habitaciones","habitacion"
"habt","haben"
"Haftpflicht","Haftpflechen"
"Hagellochs","Hagelloch"
"häkele","häkel"
"Häkeln","Häkel"
"halbe","halben"
"halbem","halb"
"halben","halb"
"halbes","halb"
"halbjährlicher","halbjährlich"
"halboffene","halboffen"
"half","helfen"
"hälfte","hälfen"
"Hälfte","Hälfen"
"Hallo","hallo"
"hallt","hallen"
"halt","halen"
"hält","halten"
"halte","halten"
"haltestelle","haltestellen"
"Haltestelle","Haltestell"
"hältst","hältsen"
"Hände","Hand"
"Handeln","handeln"
"handelt","handeln"
"handle","handeln"
"Handtüchern","Handtücher"
"Handtuchhaltern","Handtuchhalter"
"Handwerken","Handwerk"
"handwerkliche","handwerklich"
"Handwerksbetriebe","Handwerksbetrieb"
"hang","hingen"
"Hängematte","Hängemaben"
"hanger","hang"
"hangout","hangouen"
"hängt","hängen"
"Hanteln","Hantel"
"harmoniert","harmonieren"
"harmonische","harmonisch"
"harmonischen","harmonisch"
"harmonisches","harmonisch"
"hartem","hart"
"harten","haren"
"harvest","harvesen"
"hass","haß"
"hassle","hasslen"
"Hassobjekte","Hassobjeken"
"hast","haben"
"Hast","haben"
"hasue","hasuen"
"hat","haben"
"Hat","haben"
"hates","hat"
"hatte","haben"
"hätte","haben"
"hatten","haben"
"hätten","haben"
"hättest","hättesen"
"häufiger","häufig"
"Hauptbahnhofs","Hauptbahnhof"
"Haupthauses","Haupthaus"
"hauptsache","hauptsach"
"Hausarzt","Hausarzen"
"Hausbewohnern","Hausbewohner"
"Hausdienste","Hausdiensen"
"hauseigene","hauseigen"
"Häusern","Häuser"
"Haushälfte","Haushälfen"
"Haushaltsdinge","Haushaltsding"
"Haushaltsutensilien","Haushaltsutensileinen"
"hausinterner","hausintern"
"Hauskaufprozess","Hauskaufprozeß"
"HausKüche","HausKuch"
"Hausmeisterdienste","Hausmeisterdiensen"
"Hausregeln","Hausregel"
"Haussitzungen","Haussitzung"
"Haustiere","Haustier"
"Haut","Hauen"
"having","havehen"
"hearing","hearehen"
"heart","hearen"
"heating","heatehen"
"Hebamme","Hebammen"
"hebugzt","hebugzen"
"Hectorinstitut","Hectorinstitun"
"hehe","hehen"
"height","heighen"
"Heiligstes","Heiligst"
"heimelige","heimeligen"
"heimkommst","heimkommsen"
"heimkommt","heimkommen"
"Heimtextilien","Heimtextileinen"
"heiße","heiß"
"heißt","heißen"
"Heißt","heißen"
"Heizungen","Heizung"
"hell","hellen"
"Hell","hell"
"helle","hell"
"Helle","hell"
"hellem","hell"
"heller","hell"
"helles","hell"
"Helles","hell"
"hellmelierten","hellmelieren"
"hellste","hellsen"
"hence","henc"
"herauf","heraaffen"
"Herausforderungen","Herausforderung"
"Herdplatte","Herdplaben"
"hereinkommt","hereinkommen"
"hergerichtet","hergerichten"
"herkomme","herkommen"
"Herren","Herr"
"Herrenhäuser","Herrenhaus"
"herrlicher","herrlich"
"Herrn","Herr"
"herrscht","herrschen"
"hervorgebracht","hervorgebrachen"
"hervorgehoben","hervorheben"
"hervorgeht","hervorgehen"
"hervorragende","hervorragend"
"hervorragendes","hervorragende"
"Herzen","Herz"
"Herzens","Herz"
"herzensgute","herzensguen"
"herzliche","herzlich"
"Herzliche","herzlich"
"herzliches","herzlich"
"herzlichsten","herzlichsen"
"Herzog","Herziegen"
"hesitate","hesitaen"
"Heute","heute"
"heutige","heutig"
"Hier","hier"
"Hierdurch","hierdurch"
"Hierfür","hierfür"
"hierrauf","hierraaffen"
"Hierzu","hierzu"
"highest","highesen"
"Highlight","Highlighen"
"highlighting","highlightehen"
"Hightlight","Hightlighen"
"hiking","hikehen"
"hilfsbereit","hilfsbereien"
"hilfsbereite","hilfsbereien"
"hilfsbereitesten","hilfsbereitesen"
"hilft","helfen"
"hineinpassendes","hineinpassende"
"hinhört","hinhören"
"hinkriegst","hinkriegsen"
"Hinsicht","Hinsechen"
"Hinsichtlich","hinsichtlich"
"hinten","hinen"
"Hinter","hinter"
"hintere","hinter"
"hinterherkommt","hinterherkommen"
"hinterlasse","hinterlassen"
"hinterlässt","hinterlassen"
"Hinzu","hinzu"
"Hip","hip"
"hispanohablante","hispanohablanen"
"historische","historisch"
"historischen","historisch"
"hobbies","hobbeisen"
"Hobbies","Hobbeisen"
"Hobbyveganköche","Hobbyvegankoch"
"Hochbeet","Hochbeen"
"Hochhäuser","Hochhaus"
"Hochhauses","Hochhaus"
"Hochschule","Hochschul"
"Hochschulsportarten","Hochschulsportaren"
"Hochschulsportkurse","Hochschulsportkurs"
"höchste","hoch"
"höchsten","hoch"
"hochwertige","hochwertigen"
"hochwertiger","hochwertig"
"Höfe","Hof"
"Hofes","Hof"
"hoffe","hoffen"
"hofft","hoffen"
"Hofgemeinschaften","Hofgemeinschaft"
"hohe","hohen"
"Hohe","hoch"
"hohem","hoch"
"hoher","hoch"
"höher","hoch"
"Holger","Holge"
"holt","holen"
"Holzbalkon","Holzbalken"
"Holzmarkt","Holzmarken"
"home","homen"
"homophobe","homophoben"
"Hop","Ho"
"hope","hop"
"hoping","hopehen"
"hora","Hora"
"höre","hören"
"hörst","hörsen"
"Hort","Horn"
"hört","hören"
"host","hosen"
"hot","hieten"
"housemate","housemaen"
"housemates","housemat"
"houses","hous"
"housing","househen"
"however","howev"
"huge","hug"
"HUGO","Hugo"
"humangenetische","humangenetisch"
"humorvoll","humorvellen"
"humorvolle","humorvollen"
"Hunde","Hund"
"hundeliebhabende","hundeliebhabend"
"Hunger","hungern"
"hungrige","hungrigen"
"Hygiene","Hygien"
"Hygienestandards","Hygienestandard"
"hygienische","hygienisch"
"hygienisches","hygienisch"
"Ich","ich"
"Ideal","ideal"
"ideale","ideal"
"Ideale","ideal"
"idealer","ideal"
"idealerweise","idealerweisen"
"Idealerweise","idealerweise"
"identifies","identifeisen"
"identifizierst","identifiziersen"
"idyllisches","idyllisch"
"ihn","er"
"Ihn","er"
"ihre","ihr"
"ihrem","ihr"
"ihren","ihr"
"Ihren","ihr"
"ihrer","ihr"
"ihres","ihr"
"Ihres","ihr"
"ihrrem","ihrr"
"III","Iii"
"imagine","imagin"
"Imagine","Imagin"
"Imbiss","Imbiß"
"Imbisse","Imbiß"
"immatrikuliert","immatrikulieren"
"immatrikulierter","immatrikuliert"
"immediate","immediaen"
"Immer","immer"
"Immobilien","Immobilie"
"immune","immun"
"important","importanen"
"Important","Importanen"
"importante","importanen"
"importantes","important"
"In","in"
"includes","includ"
"including","includehen"
"income","incomen"
"incoming","incomehen"
"indem","ind"
"indicate","indicaen"
"Indie","Inder"
"indirektes","indirekt"
"indischem","indisch"
"individuellem","individuell"
"indoor","indoören"
"Induktionherdplatte","Induktionherdplaben"
"Industriegebiet","Industriegebaten"
"Influenzer","Influenz"
"Information","Informatien"
"Informationen","Informatione"
"infront","infronen"
"ingesamt","ingesamen"
"inhabitant","inhabitanen"
"Inhalten","Inhalen"
"initiative","initiativ"
"Initiativen","Initiativ"
"Inkl","inklusive"
"inkludiert","inkludieren"
"INKLUSIVDie","Inklusivder"
"Inklusive","inklusive"
"INKLUSIVE","inklusive"
"inklusiven","inklusiv"
"Inklusivmiete","Inklusivmieten"
"inmer","inm"
"Innen","innen"
"Innenstadt","Innenstaden"
"innenstadtnahen","innenstadtnehen"
"Innerhalb","innerhalb"
"innerhlab","innerhleben"
"innerstädtischen","innerstädtisch"
"input","inpuen"
"Insgesamt","insgesamt"
"instagram","instagrommen"
"installiert","installieren"
"Instanamen","Instanam"
"institute","instituen"
"Institute","Instituen"
"Instrumente","Instrumenen"
"intelligent","intelligenen"
"intensivem","intensiv"
"intensiven","intensiv"
"interessanten","interessant"
"interessanter","interessant"
"interesse","Interesse"
"Interessenten","Interessent"
"interessiere","interessieren"
"interessierst","interessieren"
"interessierte","interessiert"
"Interessierte","interessiert"
"interessierten","interessiert"
"Interessierten","interessiert"
"interest","interesen"
"interior","interiören"
"Intern","Inter"
"International","international"
"internationale","international"
"Internationale","international"
"internationalen","international"
"internationaler","international"
"internationales","international"
"internet","Internet"
"Internetanschluss","Internetanschluß"
"introduce","introduc"
"investiert","investieren"
"investing","investehen"
"invite","invien"
"inviting","invitehen"
"Inzwischen","inzwischen"
"irgendeine","irgendein"
"irgendeiner","irgendein"
"irgendwann","irgendwinnen"
"Irgendwann","irgendwann"
"irgendwelche","irgendwelch"
"Irland","Irlehen"
"irrationale","irrational"
"irrelevant","irrelevanen"
"island","islehen"
"isnt","isnen"
"isoliert","isolieren"
"isolierte","isolieren"
"isolierten","isolieren"
"isoliertes","isoliert"
"isst","issen"
"ist","sein"
"Ist","sein"
"Italienisch","italienisch"
"italienischen","italienisch"
"italienischer","italienisch"
"italienisches","italienisch"
"items","item"
"Jahre","Jahr"
"jahrelang","jahrelingen"
"Jahren","Jahr"
"Jahres","Jahr"
"Jähriges","jähriges"
"jährliche","jährlich"
"Jahrs","Jahr"
"Jahrzehnten","Jahrzehnt"
"Jakob","Jakeben"
"Jane","Jan"
"jede","jed"
"Jede","jed"
"jedem","jed"
"Jedem","jed"
"jeden","jed"
"Jeden","jed"
"JEDEN","jeden"
"jeder","jed"
"Jeder","jed"
"jedes","jed"
"Jedes","jed"
"Jedoch","jedoch"
"jegliche","jeglich"
"Jegliche","jeglich"
"jeglichem","jeglich"
"jeglicher","jeglich"
"jemand","jemehen"
"jemandem","jemand"
"Jemanden","jemand"
"jenes","jen"
"Jet","Jen"
"JET","Jet"
"jetzige","jetzig"
"jetziger","jetzig"
"jetzt","jetzen"
"Jetzt","Jetzen"
"jeweilige","jeweilig"
"Jeweils","jeweils"
"job","jeben"
"jobbt","jobben"
"Jobs","Job"
"Jobsuche","Jobsuchen"
"jogging","joggehen"
"Joggingroute","Joggingrouen"
"Joggingtouren","Joggingtour"
"Johannas","Johanna"
"joint","joinen"
"JoLa","Jola"
"Judys","Judy"
"Jugendlichen","Jugendliche"
"Jule","Jul"
"June","Jun"
"Jungen","Junge"
"jüngere","jüngern"
"jüngste","jüng"
"Jüngsten","jüng"
"Jurastudent","Jurastudenten"
"just","jusen"
"Kabelanschluss","Kabelanschluß"
"Kabelanschlüsse","Kabelanschluß"
"Kaffees","Kaffee"
"kahl","kehlen"
"Kalendern","Kalend"
"Kalt","kalt"
"kalte","kalen"
"kalten","kalen"
"kaltes","kalt"
"Kaltmiete","Kaltmieten"
"kam","kommen"
"Kameras","Kamera"
"Kämpfe","Kampf"
"kämpft","kämpfen"
"Kanälen","Kanal"
"kann","können"
"Kann","können"
"kannst","können"
"Kannst","kannst"
"kannten","kennen"
"Kanutouren","Kanutour"
"Kapazitäten","Kapazität"
"kapelle","kapellen"
"kapitalistische","kapitalistisch"
"kaputte","kaputt"
"Kart","Karen"
"Karte","Karen"
"Karten","Karen"
"Kartenspiele","Kartenspiel"
"Kartoffeln","Kartoffel"
"Kartons","Karton"
"Käsetheke","Käsetheken"
"Kategorien","Kategorie"
"katholische","katholisch"
"Katzen","Katze"
"kauft","kaufen"
"kebab","kebeben"
"keen","ke"
"keeping","keepehen"
"Kehrmonat","Kehrmoneten"
"Kehrwoche","Kehrwoch"
"Kein","kein"
"KEIN","kein"
"keine","kein"
"Keine","kein"
"KEINE","kein"
"keinem","kein"
"keinen","kein"
"Keinen","kein"
"KEINEN","kein"
"keiner","kein"
"keines","kein"
"Kellerräume","Kellerraum"
"kenne","kennen"
"kennengelernt","kennenlernen"
"Kennenlernen","kennenlernen"
"kennenzulernen","kennenlernen"
"kennt","kennen"
"Kennwort","Kennworen"
"kernsaniert","kernsanieren"
"Kerzen","Kerze"
"Kfurt","Kfuren"
"KFZ","Kfz"
"Kids","Kid"
"kilometer","kilomet"
"Kim","kim"
"Kinder","Kind"
"Kindern","Kind"
"Kippen","kippen"
"Kisten","Kiste"
"Klängen","Kläng"
"klappt","klappen"
"Klar","klar"
"klarkommt","klarkommen"
"Klarnamen","Klarname"
"klärt","klären"
"klasse","Klasse"
"Klassikkonzert","Klassikkonzeren"
"klassische","klassisch"
"klassischen","klassisch"
"Kleiderbügeln","Kleiderbügel"
"KleiderschrankKüche","KleiderschrankKüch"
"Kleiderschranks","Kleiderschrank"
"Kleiderschrankwand","Kleiderschrankwinden"
"Kleiderstange","Kleiderstang"
"Klein","klein"
"kleine","klein"
"Kleine","klein"
"kleinem","klein"
"kleinen","klein"
"kleiner","klein"
"kleinere","klein"
"Kleinere","klein"
"kleineres","klein"
"kleines","klein"
"Kleines","klein"
"kleinste","kleinsen"
"kleinsten","klein"
"Kletter","Klett"
"Klettergurten","Kletterguren"
"Klettern","Klett"
"klettert","klettern"
"Klimmzugstange","Klimmzugstang"
"klimpert","klimpern"
"klingt","klingen"
"Klingt","Klingen"
"Kliniken","Klinik"
"Klischees","Klischee"
"klitzekleine","klitzeklein"
"klopft","klopfen"
"Klosterhofes","Klosterhof"
"Klosterhofgelände","Klosterhofgeland"
"Klosterhofs","Klosterhof"
"Klosters","Kloster"
"Knaller","Knalle"
"knappe","knapp"
"knarzt","knarzen"
"Kneipenabende","Kneipenabend"
"knitting","knittehen"
"Kochabende","Kochabend"
"koche","koch"
"Köche","Köch"
"kochst","kochen"
"kocht","kochen"
"Kochutensilien","Kochutensileinen"
"kombiniert","kombinieren"
"komfortables","komfortabl"
"komische","komisch"
"komm","kimmen"
"komme","kommen"
"kommende","kommend"
"Kommenden","kommende"
"kommendes","kommend"
"kommst","kommen"
"kommt","kommen"
"kommunikative","kommunikativ"
"kommunikativen","kommunikativ"
"kommunikativer","kommunikativ"
"kommuniziert","kommunizieren"
"kömpft","kömpfen"
"komplekt","kompleken"
"Komplett","komplett"
"kompletten","komplett"
"Komplikationen","Komplikation"
"Kompromisse","Kompromis"
"Konflikte","Konflikt"
"konkret","konkren"
"Konkret","konkren"
"konkrete","konkren"
"Konkretes","Konkret"
"könne","können"
"Können","können"
"könnt","können"
"konnte","konnen"
"könnte","können"
"konnten","können"
"könnten","können"
"könntest","können"
"Konsequenzen","Konsequenz"
"Konstante","Konstanen"
"konsumierende","konsumierend"
"kontakte","kontaken"
"Kontakte","Kontakt"
"kontaktfreudige","kontaktfreudig"
"kontaktiere","kontaktieren"
"Kontaktiere","Kontaktier"
"Kontaktinformationen","Kontaktinformation"
"Kontoauszüge","Kontoauszug"
"kontrollierten","kontrollieren"
"kontroversen","kontrovers"
"konzentriertes","konzentriert"
"Konzepte","Konzept"
"Konzerte","Konzern"
"Konzerten","Konzern"
"Köpfe","Kopf"
"Kopfende","Kopfend"
"Kopfhörern","Kopfhörer"
"Kosten","kosten"
"KOSTEN","kosten"
"kostenfrei","kostenfrein"
"kostenfreie","kostenfrei"
"Kostenfreie","kostenfrei"
"kostenlose","kostenlos"
"Kostenlose","kostenlos"
"kostenlosen","kostenlos"
"kostenloser","kostenlos"
"kostenloses","kostenlos"
"kostenpflichtige","kostenpflichtigen"
"kostet","kosten"
"köstlicher","köstlich"
"Kostüme","Kostüm"
"Krams","Kram"
"krank","krinken"
"Krankenpfleger","Krankenpflege"
"krasse","kraß"
"Kräutern","Kräuter"
"kreative","kreativ"
"Kreative","kreativ"
"kreativen","kreativ"
"kreatives","kreativ"
"Kredenzen","Kredenz"
"kriegst","kriegsen"
"kriegt","kriegen"
"Krimskrams","Krimskram"
"Kriterien","Kriterium"
"Krone","Kron"
"krumme","krummen"
"krummes","krumm"
"KÜche","Küche"
"Küchengerät","Küchengeraten"
"Küchengeräte","Küchengeräen"
"Küchengeräten","Küchengerät"
"Küchenparadies","Küchenparadeisen"
"Küchenutensilien","Küchenutensileinen"
"Küchenwand","Küchenwinden"
"Küchenzeile","Küchenzeil"
"Kühlschranks","Kühlschrank"
"kulinarische","kulinarisch"
"Kulinarische","Kulinarisch"
"Kult","Kulen"
"kulturelle","kulturellen"
"kulturellem","kulturell"
"kulturelles","kulturell"
"Kulturen","Kultur"
"Kulturwissenschaften","Kulturwissenschaft"
"kümmere","kümmern"
"kümmert","kümmern"
"künfitigten","künfitigen"
"kunst","kunsen"
"künstlerischen","künstlerisch"
"kunterbunte","kunterbunen"
"kunterbunten","kunterbunen"
"Kurse","Kurs"
"Kurt","Kuren"
"Kurz","kurz"
"kurze","kurz"
"Kurze","kurz"
"kurzem","kurz"
"Kurzem","kurz"
"kurzen","kurz"
"kurzer","kurz"
"Kurzer","kurz"
"kürzer","kurz"
"kurzes","kurz"
"kurzfristige","kurzfristigen"
"kurzfristiges","kurzfristig"
"Kurzzeitmietern","Kurzzeitmieter"
